#CMD# netstat -a
#TSP#  20090108-170059 
Active Internet connections (servers and established)
Proto Recv-Q Send-Q Local Address               Foreign Address             State      
tcp        0      0 *:6002                      *:*                         LISTEN      
tcp        0      0 *:ssh                       *:*                         LISTEN      
tcp        0      0 *:4184                      *:*                         LISTEN      
tcp        0      0 casdlsup06:4184             support7:knetd              ESTABLISHED 
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:ah-esp-encap       CLOSE_WAIT  
tcp        0      0 casdlsup06:ssh              calpmlxu.orsyp:mcns-tel-ret ESTABLISHED 
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:rnrp               CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:crmsbits           CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:g-talk             CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:dslremote-mgmt     CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:attachmate-s2s     CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:cas                CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:venus-se           CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:2426               CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:fjitsuappmgr       CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:kofax-svr          CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:orion              CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:jediserver         CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:trc-netpoll        CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:iec-104            CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:taskmaster2000     CLOSE_WAIT  
tcp        0      0 casdlsup06:ssh              calpmwzh.orsypgroup.c:wkars ESTABLISHED 
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:ttc-ssl            CLOSE_WAIT  
tcp        0      0 casdlsup06:43867            orsyp-d85f3f9de.or:ncube-lm ESTABLISHED 
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:ttc                CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:giop-ssl           CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:seaodbc            CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:taskman-port       CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:mti-tcs-comm       CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:qip-msgd           CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:ace-svr-prop       CLOSE_WAIT  
tcp        1      0 casdlsup06:47078            casdlsup06:TST530_IO_X      CLOSE_WAIT  
tcp        1      0 casdlsup06:47077            casdlsup06:TST530_IO_X      CLOSE_WAIT  
tcp        1      0 casdlsup06:47076            casdlsup06:TST530_IO_X      CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:ace-server         CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:vitalanalysis      CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:aker-cdp           CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:c3                 CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:wago-io-system     CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:indx-dds           CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:madge-ltd          CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:sybasedbsynch      CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:2438               CLOSE_WAIT  
tcp        0      0 casdlsup06:ssh              calpmwzh.orsypgrou:cadsi-lm ESTABLISHED 
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:pxc-epmap          CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:codasrv-se         CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:codasrv            CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:ovwdb              CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:bues_service       CLOSE_WAIT  
tcp        0      0 casdlsup06:37172            orsyp-d85f3f9de.or:ncube-lm ESTABLISHED 
tcp        0      0 casdlsup06:37161            orsyp-d85f3f9de.or:ncube-lm ESTABLISHED 
tcp        0      0 casdlsup06:37158            orsyp-d85f3f9de.or:ncube-lm ESTABLISHED 
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:dtn1               CLOSE_WAIT  
tcp        1      0 casdlsup06:casdlsup06_REP_X support7:spearway           CLOSE_WAIT  
tcp        0      0 casdlsup06:ssh              calpmlxu.orsypgroup.co:4382 ESTABLISHED 
tcp        0      0 casdlsup06:ssh              calpmwzh.orsypgrou:writesrv ESTABLISHED 
tcp        0      0 casdlsup06:4184             support7:sdfunc             ESTABLISHED 
tcp        0      0 casdlsup06:4184             support7:2047               ESTABLISHED 
udp        0      0 *:filenet-tms               *:*                                     
udp        0      0 *:filenet-rpc               *:*                                     
udp        0      0 *:filenet-rmi               *:*                                     
udp        0      0 *:xdmcp                     *:*                                     
udp        0      0 *:959                       *:*                                     
udp        0      0 *:mdns                      *:*                                     
udp        0      0 *:sunrpc                    *:*                                     
udp        0      0 *:ipp                       *:*                                     
udp        0      0 casdlsup06:ntp              *:*                                     
udp        0      0 localhost.localdomain:ntp   *:*                                     
udp        0      0 *:ntp                       *:*                                     
udp        0      0 *:filenet-nch               *:*                                     
udp        0      0 *:ntp                       *:*                                     
Active UNIX domain sockets (servers and established)
Proto RefCnt Flags       Type       State         I-Node Path
unix  2      [ ACC ]     STREAM     LISTENING     5534   /tmp/.font-unix/fs7100
unix  2      [ ACC ]     STREAM     LISTENING     5262   public/cleanup
unix  2      [ ACC ]     STREAM     LISTENING     5656   /tmp/.X11-unix/X2
unix  2      [ ACC ]     STREAM     LISTENING     7496   @/tmp/fam-root-
unix  2      [ ACC ]     STREAM     LISTENING     7207   /tmp/ksocket-root/kdeinit__2
unix  2      [ ACC ]     STREAM     LISTENING     7209   /tmp/ksocket-root/kdeinit-:2
unix  2      [ ACC ]     STREAM     LISTENING     7220   /tmp/.gdm_socket
unix  2      [ ACC ]     STREAM     LISTENING     7370   /tmp/.X11-unix/X0
unix  2      [ ACC ]     STREAM     LISTENING     7385   /tmp/.ICE-unix/dcop2371-1229524149
unix  2      [ ACC ]     STREAM     LISTENING     7454   /tmp/ksocket-root/klauncherjiMW5b.slave-socket
unix  2      [ ACC ]     STREAM     LISTENING     7558   /tmp/orbit-gdm/linc-96c-0-127b42218d843
unix  2      [ ACC ]     STREAM     LISTENING     6156   @/tmp/hald-local/dbus-63NWWvJOfG
unix  2      [ ACC ]     STREAM     LISTENING     7563   /tmp/orbit-gdm/linc-969-0-5aa13808daf0
unix  2      [ ACC ]     STREAM     LISTENING     7584   /tmp/orbit-gdm/linc-96e-0-7ec2edcfe0d37
unix  2      [ ACC ]     STREAM     LISTENING     7619   /tmp/.ICE-unix/2420
unix  2      [ ACC ]     STREAM     LISTENING     7776   /tmp/ksocket-root/casdlsup06.orsypgroup.com-0980-49490cbe
unix  2      [ ACC ]     STREAM     LISTENING     5269   private/tlsmgr
unix  2      [ ACC ]     STREAM     LISTENING     5273   private/rewrite
unix  2      [ ACC ]     STREAM     LISTENING     5277   private/bounce
unix  2      [ ACC ]     STREAM     LISTENING     5281   private/defer
unix  2      [ ACC ]     STREAM     LISTENING     5285   private/trace
unix  2      [ ACC ]     STREAM     LISTENING     5289   private/verify
unix  2      [ ACC ]     STREAM     LISTENING     5293   public/flush
unix  2      [ ACC ]     STREAM     LISTENING     5297   private/proxymap
unix  2      [ ACC ]     STREAM     LISTENING     5301   private/smtp
unix  2      [ ACC ]     STREAM     LISTENING     5305   private/relay
unix  2      [ ACC ]     STREAM     LISTENING     5309   public/showq
unix  2      [ ACC ]     STREAM     LISTENING     5313   private/error
unix  2      [ ACC ]     STREAM     LISTENING     5317   private/discard
unix  2      [ ACC ]     STREAM     LISTENING     5321   private/local
unix  25     [ ]         DGRAM                    4435   /dev/log
unix  2      [ ACC ]     STREAM     LISTENING     5325   private/virtual
unix  2      [ ACC ]     STREAM     LISTENING     5329   private/lmtp
unix  2      [ ACC ]     STREAM     LISTENING     5333   private/anvil
unix  2      [ ACC ]     STREAM     LISTENING     5337   private/scache
unix  2      [ ACC ]     STREAM     LISTENING     5876   /var/run/avahi-daemon/socket
unix  2      [ ACC ]     STREAM     LISTENING     5341   private/maildrop
unix  2      [ ACC ]     STREAM     LISTENING     5345   private/old-cyrus
unix  2      [ ACC ]     STREAM     LISTENING     5349   private/cyrus
unix  2      [ ACC ]     STREAM     LISTENING     5353   private/uucp
unix  2      [ ACC ]     STREAM     LISTENING     5357   private/ifmail
unix  2      [ ACC ]     STREAM     LISTENING     5361   private/bsmtp
unix  2      [ ACC ]     STREAM     LISTENING     5472   /dev/gpmctl
unix  2      [ ]         DGRAM                    1111   @/org/kernel/udev/udevd
unix  2      [ ACC ]     STREAM     LISTENING     6157   @/tmp/hald-runner/dbus-UMry0WEmNI
unix  2      [ ]         DGRAM                    6165   @/org/freedesktop/hal/udev_event
unix  2      [ ACC ]     STREAM     LISTENING     4664   /var/run/dbus/system_bus_socket
unix  2      [ ACC ]     STREAM     LISTENING     4713   /var/run/sdp
unix  2      [ ACC ]     STREAM     LISTENING     4955   /var/run/acpid.socket
unix  2      [ ]         DGRAM                    2389246 
unix  2      [ ]         DGRAM                    2389160 
unix  3      [ ]         STREAM     CONNECTED     2389157 
unix  3      [ ]         STREAM     CONNECTED     2389156 
unix  2      [ ]         DGRAM                    2387678 
unix  2      [ ]         DGRAM                    2358273 
unix  2      [ ]         DGRAM                    2323554 
unix  2      [ ]         DGRAM                    2323466 
unix  3      [ ]         STREAM     CONNECTED     2323463 
unix  3      [ ]         STREAM     CONNECTED     2323462 
unix  2      [ ]         DGRAM                    2320644 
unix  3      [ ]         STREAM     CONNECTED     2320643 
unix  3      [ ]         STREAM     CONNECTED     2320642 
unix  2      [ ]         DGRAM                    2319198 
unix  2      [ ]         DGRAM                    2319112 
unix  3      [ ]         STREAM     CONNECTED     2319109 
unix  3      [ ]         STREAM     CONNECTED     2319108 
unix  2      [ ]         DGRAM                    2318957 
unix  2      [ ]         DGRAM                    2101638 
unix  3      [ ]         STREAM     CONNECTED     2101637 
unix  3      [ ]         STREAM     CONNECTED     2101636 
unix  3      [ ]         STREAM     CONNECTED     8154   /tmp/ksocket-root/klauncherjiMW5b.slave-socket
unix  3      [ ]         STREAM     CONNECTED     8153   
unix  3      [ ]         STREAM     CONNECTED     7811   /tmp/.X11-unix/X2
unix  3      [ ]         STREAM     CONNECTED     7810   
unix  3      [ ]         STREAM     CONNECTED     7804   /tmp/.ICE-unix/dcop2371-1229524149
unix  3      [ ]         STREAM     CONNECTED     7803   
unix  3      [ ]         STREAM     CONNECTED     7787   /tmp/.ICE-unix/2420
unix  3      [ ]         STREAM     CONNECTED     7786   
unix  3      [ ]         STREAM     CONNECTED     7785   /tmp/.X11-unix/X2
unix  3      [ ]         STREAM     CONNECTED     7784   
unix  3      [ ]         STREAM     CONNECTED     7756   /tmp/.ICE-unix/2420
unix  3      [ ]         STREAM     CONNECTED     7755   
unix  3      [ ]         STREAM     CONNECTED     7752   /tmp/.X11-unix/X2
unix  3      [ ]         STREAM     CONNECTED     7751   
unix  3      [ ]         STREAM     CONNECTED     7750   /tmp/.ICE-unix/dcop2371-1229524149
unix  3      [ ]         STREAM     CONNECTED     7749   
unix  3      [ ]         STREAM     CONNECTED     7745   /tmp/.X11-unix/X2
unix  3      [ ]         STREAM     CONNECTED     7744   
unix  3      [ ]         STREAM     CONNECTED     7721   /tmp/.ICE-unix/dcop2371-1229524149
unix  3      [ ]         STREAM     CONNECTED     7720   
unix  3      [ ]         STREAM     CONNECTED     7719   /var/run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     7718   
unix  3      [ ]         STREAM     CONNECTED     7690   /tmp/.ICE-unix/dcop2371-1229524149
unix  3      [ ]         STREAM     CONNECTED     7689   
unix  3      [ ]         STREAM     CONNECTED     7682   @/tmp/fam-root-
unix  3      [ ]         STREAM     CONNECTED     7681   
unix  3      [ ]         STREAM     CONNECTED     7674   /tmp/.ICE-unix/2420
unix  3      [ ]         STREAM     CONNECTED     7673   
unix  3      [ ]         STREAM     CONNECTED     7672   /tmp/.X11-unix/X2
unix  3      [ ]         STREAM     CONNECTED     7671   
unix  3      [ ]         STREAM     CONNECTED     7666   /tmp/.ICE-unix/dcop2371-1229524149
unix  3      [ ]         STREAM     CONNECTED     7665   
unix  3      [ ]         STREAM     CONNECTED     7661   @/tmp/fam-root-
unix  3      [ ]         STREAM     CONNECTED     7660   
unix  3      [ ]         STREAM     CONNECTED     7652   /tmp/.ICE-unix/2420
unix  3      [ ]         STREAM     CONNECTED     7651   
unix  3      [ ]         STREAM     CONNECTED     7648   /tmp/.X11-unix/X2
unix  3      [ ]         STREAM     CONNECTED     7647   
unix  3      [ ]         STREAM     CONNECTED     7644   /tmp/.ICE-unix/dcop2371-1229524149
unix  3      [ ]         STREAM     CONNECTED     7643   
unix  3      [ ]         STREAM     CONNECTED     7638   /tmp/.ICE-unix/2420
unix  3      [ ]         STREAM     CONNECTED     7637   
unix  3      [ ]         STREAM     CONNECTED     7636   /tmp/.ICE-unix/dcop2371-1229524149
unix  3      [ ]         STREAM     CONNECTED     7635   
unix  3      [ ]         STREAM     CONNECTED     7630   /tmp/.ICE-unix/2420
unix  3      [ ]         STREAM     CONNECTED     7629   
unix  3      [ ]         STREAM     CONNECTED     7627   /tmp/.X11-unix/X2
unix  3      [ ]         STREAM     CONNECTED     7626   
unix  3      [ ]         STREAM     CONNECTED     7625   /tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     7624   
unix  3      [ ]         STREAM     CONNECTED     7618   /tmp/.ICE-unix/dcop2371-1229524149
unix  3      [ ]         STREAM     CONNECTED     7617   
unix  3      [ ]         STREAM     CONNECTED     7612   /tmp/.X11-unix/X2
unix  3      [ ]         STREAM     CONNECTED     7611   
unix  3      [ ]         STREAM     CONNECTED     7605   /tmp/ksocket-root/kdeinit__2
unix  3      [ ]         STREAM     CONNECTED     7604   
unix  3      [ ]         STREAM     CONNECTED     7623   /tmp/orbit-gdm/linc-969-0-5aa13808daf0
unix  3      [ ]         STREAM     CONNECTED     7592   
unix  3      [ ]         STREAM     CONNECTED     7589   /tmp/orbit-gdm/linc-96e-0-7ec2edcfe0d37
unix  3      [ ]         STREAM     CONNECTED     7588   
unix  3      [ ]         STREAM     CONNECTED     7587   /tmp/orbit-gdm/linc-96e-0-7ec2edcfe0d37
unix  3      [ ]         STREAM     CONNECTED     7586   
unix  3      [ ]         STREAM     CONNECTED     7583   /tmp/orbit-gdm/linc-96c-0-127b42218d843
unix  3      [ ]         STREAM     CONNECTED     7582   
unix  3      [ ]         STREAM     CONNECTED     7581   /tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     7580   
unix  3      [ ]         STREAM     CONNECTED     7579   /tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     7578   
unix  3      [ ]         STREAM     CONNECTED     7566   /tmp/orbit-gdm/linc-969-0-5aa13808daf0
unix  3      [ ]         STREAM     CONNECTED     7565   
unix  3      [ ]         STREAM     CONNECTED     7562   /tmp/orbit-gdm/linc-96c-0-127b42218d843
unix  3      [ ]         STREAM     CONNECTED     7561   
unix  3      [ ]         STREAM     CONNECTED     7543   /tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     7542   
unix  3      [ ]         STREAM     CONNECTED     7513   /tmp/.font-unix/fs7100
unix  3      [ ]         STREAM     CONNECTED     7512   
unix  3      [ ]         STREAM     CONNECTED     7498   @/tmp/fam-root-
unix  3      [ ]         STREAM     CONNECTED     7497   
unix  3      [ ]         STREAM     CONNECTED     7486   /tmp/.X11-unix/X2
unix  3      [ ]         STREAM     CONNECTED     7485   
unix  3      [ ]         STREAM     CONNECTED     7482   /tmp/.ICE-unix/dcop2371-1229524149
unix  3      [ ]         STREAM     CONNECTED     7481   
unix  3      [ ]         STREAM     CONNECTED     7457   /tmp/.X11-unix/X2
unix  3      [ ]         STREAM     CONNECTED     7456   
unix  3      [ ]         STREAM     CONNECTED     7428   /tmp/.ICE-unix/dcop2371-1229524149
unix  3      [ ]         STREAM     CONNECTED     7427   
unix  3      [ ]         STREAM     CONNECTED     7396   
unix  3      [ ]         STREAM     CONNECTED     7395   
unix  3      [ ]         STREAM     CONNECTED     7517   /tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     7372   
unix  3      [ ]         STREAM     CONNECTED     6992   /var/run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     6991   
unix  3      [ ]         STREAM     CONNECTED     6939   @/tmp/hald-local/dbus-63NWWvJOfG
unix  3      [ ]         STREAM     CONNECTED     6938   
unix  3      [ ]         STREAM     CONNECTED     6896   @/tmp/hald-local/dbus-63NWWvJOfG
unix  3      [ ]         STREAM     CONNECTED     6895   
unix  3      [ ]         STREAM     CONNECTED     6846   /var/run/acpid.socket
unix  3      [ ]         STREAM     CONNECTED     6845   
unix  3      [ ]         STREAM     CONNECTED     6865   @/tmp/hald-local/dbus-63NWWvJOfG
unix  3      [ ]         STREAM     CONNECTED     6840   
unix  3      [ ]         STREAM     CONNECTED     6160   @/tmp/hald-runner/dbus-UMry0WEmNI
unix  3      [ ]         STREAM     CONNECTED     6159   
unix  3      [ ]         STREAM     CONNECTED     5924   /var/run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     5923   
unix  3      [ ]         STREAM     CONNECTED     5879   /var/run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     5878   
unix  3      [ ]         STREAM     CONNECTED     5873   
unix  3      [ ]         STREAM     CONNECTED     5872   
unix  2      [ ]         DGRAM                    5870   
unix  3      [ ]         STREAM     CONNECTED     5694   /tmp/.X11-unix/X2
unix  3      [ ]         STREAM     CONNECTED     5693   
unix  2      [ ]         DGRAM                    5474   
unix  2      [ ]         DGRAM                    5451   
unix  2      [ ]         DGRAM                    5432   
unix  2      [ ]         DGRAM                    5375   
unix  3      [ ]         STREAM     CONNECTED     5364   
unix  3      [ ]         STREAM     CONNECTED     5363   
unix  3      [ ]         STREAM     CONNECTED     5360   
unix  3      [ ]         STREAM     CONNECTED     5359   
unix  3      [ ]         STREAM     CONNECTED     5356   
unix  3      [ ]         STREAM     CONNECTED     5355   
unix  3      [ ]         STREAM     CONNECTED     5352   
unix  3      [ ]         STREAM     CONNECTED     5351   
unix  3      [ ]         STREAM     CONNECTED     5348   
unix  3      [ ]         STREAM     CONNECTED     5347   
unix  3      [ ]         STREAM     CONNECTED     5344   
unix  3      [ ]         STREAM     CONNECTED     5343   
unix  3      [ ]         STREAM     CONNECTED     5340   
unix  3      [ ]         STREAM     CONNECTED     5339   
unix  3      [ ]         STREAM     CONNECTED     5336   
unix  3      [ ]         STREAM     CONNECTED     5335   
unix  3      [ ]         STREAM     CONNECTED     5332   
unix  3      [ ]         STREAM     CONNECTED     5331   
unix  3      [ ]         STREAM     CONNECTED     5328   
unix  3      [ ]         STREAM     CONNECTED     5327   
unix  3      [ ]         STREAM     CONNECTED     5324   
unix  3      [ ]         STREAM     CONNECTED     5323   
unix  3      [ ]         STREAM     CONNECTED     5320   
unix  3      [ ]         STREAM     CONNECTED     5319   
unix  3      [ ]         STREAM     CONNECTED     5316   
unix  3      [ ]         STREAM     CONNECTED     5315   
unix  3      [ ]         STREAM     CONNECTED     5312   
unix  3      [ ]         STREAM     CONNECTED     5311   
unix  3      [ ]         STREAM     CONNECTED     5308   
unix  3      [ ]         STREAM     CONNECTED     5307   
unix  3      [ ]         STREAM     CONNECTED     5304   
unix  3      [ ]         STREAM     CONNECTED     5303   
unix  3      [ ]         STREAM     CONNECTED     5300   
unix  3      [ ]         STREAM     CONNECTED     5299   
unix  3      [ ]         STREAM     CONNECTED     5296   
unix  3      [ ]         STREAM     CONNECTED     5295   
unix  3      [ ]         STREAM     CONNECTED     5292   
unix  3      [ ]         STREAM     CONNECTED     5291   
unix  3      [ ]         STREAM     CONNECTED     5288   
unix  3      [ ]         STREAM     CONNECTED     5287   
unix  3      [ ]         STREAM     CONNECTED     5284   
unix  3      [ ]         STREAM     CONNECTED     5283   
unix  3      [ ]         STREAM     CONNECTED     5280   
unix  3      [ ]         STREAM     CONNECTED     5279   
unix  3      [ ]         STREAM     CONNECTED     5276   
unix  3      [ ]         STREAM     CONNECTED     5275   
unix  3      [ ]         STREAM     CONNECTED     5272   
unix  3      [ ]         STREAM     CONNECTED     5271   
unix  3      [ ]         STREAM     CONNECTED     5268   
unix  3      [ ]         STREAM     CONNECTED     5267   
unix  3      [ ]         STREAM     CONNECTED     5265   
unix  3      [ ]         STREAM     CONNECTED     5264   
unix  3      [ ]         STREAM     CONNECTED     5261   
unix  3      [ ]         STREAM     CONNECTED     5260   
unix  3      [ ]         STREAM     CONNECTED     5253   
unix  3      [ ]         STREAM     CONNECTED     5252   
unix  2      [ ]         DGRAM                    5204   
unix  2      [ ]         DGRAM                    5034   
unix  2      [ ]         DGRAM                    4803   
unix  3      [ ]         STREAM     CONNECTED     4706   /var/run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     4705   
unix  2      [ ]         DGRAM                    4692   
unix  2      [ ]         DGRAM                    4686   
unix  3      [ ]         STREAM     CONNECTED     4667   
unix  3      [ ]         STREAM     CONNECTED     4666   
unix  3      [ ]         STREAM     CONNECTED     4632   
unix  4      [ ]         STREAM     CONNECTED     4631   
unix  2      [ ]         DGRAM                    4510   
unix  2      [ ]         DGRAM                    4443   
